variant,block,characteristic,mean_weight
fourier,k1,qmj_safety,0.005979776439901494
fourier,k1,lt_gr1,0.009351237697028409
fourier,k1,be_gr1,0.012983756485749237
fourier,k1,cash_gr1a,0.01046385405843857
fourier,k1,debtst_gr1a,0.013878018405230428
fourier,k1,ap_gr1a,0.009313430437844836
fourier,k1,debtlt_gr1a,0.007554312763530935
fourier,k1,fna_gr1a,0.013460469081068927
fourier,k1,ebitda_gr1a,0.010982489042103995
fourier,k1,ebit_gr1a,0.010599905997835345
fourier,k1,ni_gr1a,0.007072394866214499
fourier,k1,nix_gr1a,0.006901080318971527
fourier,k1,dp_gr1a,0.011949695888168757
fourier,k1,ocf_gr1a,0.008367887919326075
fourier,k1,dltnetis_gr1a,0.014522587919575855
fourier,k1,dbnetis_gr1a,0.01109743584767674
fourier,k1,xido_at,0.006519704407182164
fourier,k1,ebitda_sale,0.007638384277611217
fourier,k1,pi_sale,0.009310699336160858
fourier,k1,ni_sale,0.007946363909777984
fourier,k1,nix_sale,0.008151685880685142
fourier,k1,ocf_sale,0.011225919843619475
fourier,k1,ebitda_at,0.00773154893142924
fourier,k1,ebit_at,0.008707687719815511
fourier,k1,fi_at,0.007245337785608708
fourier,k1,ni_at,0.0069592260885530015
fourier,k1,nix_be,0.006242553675534151
fourier,k1,ocf_be,0.0125647559005764
fourier,k1,ebitda_bev,0.007644370115401463
fourier,k1,fi_bev,0.0071184875872300915
fourier,k1,ebitda_ppen,0.006565232364056898
fourier,k1,dltnetis_at,0.010880342892218528
fourier,k1,dstnetis_at,0.007347941566198287
fourier,k1,be_bev,0.00625964545935489
fourier,k1,debt_bev,0.006344227513542759
fourier,k1,cash_bev,0.006359360236310642
fourier,k1,debtlt_bev,0.019121894658041046
fourier,k1,debtst_bev,0.01055713496191912
fourier,k1,ebitda_debt,0.007936909977347405
fourier,k1,ocf_debt,0.008309891410158091
fourier,k1,cash_lt,0.0064481607282223605
fourier,k1,debtst_debt,0.014480170357653796
fourier,k1,debtlt_debt,0.012143849241729107
fourier,k1,lt_ppen,0.006975187516463487
fourier,k1,debtlt_be,0.015435279587697711
fourier,k1,debt_at,0.006641800456877832
fourier,k1,debt_be,0.006136848508147184
fourier,k1,ebit_int,0.015319153284231064
fourier,k1,sale_be,0.00797026789044405
fourier,k1,cash_me,0.006930488661445863
fourier,k1,ebitda_me,0.022101857965413935
fourier,k1,ebit_me,0.01272219175192152
fourier,k1,ope_me,0.017554191544814003
fourier,k1,nix_me,0.010321312834125764
fourier,k1,at_mev,0.014814812554910102
fourier,k1,ppen_mev,0.011739211051405329
fourier,k1,be_mev,0.01320546296006941
fourier,k1,cash_mev,0.0067584436629319665
fourier,k1,sale_mev,0.02133027807168358
fourier,k1,ebit_mev,0.012601659901017564
fourier,k1,ocf_mev,0.016391480562386443
fourier,k1,debt_mev,0.005930102701512986
fourier,k1,debtlt_mev,0.00663280504023512
fourier,k1,debtst_mev,0.00765652549852653
fourier,k1,dltnetis_mev,0.009694364237307228
fourier,k1,dstnetis_mev,0.008318868583405388
fourier,k1,dbnetis_mev,0.010391895336761027
linear,k0,market_equity,0.019972563644905156
linear,k0,chcsho_1m,0.01965247936529489
linear,k0,chcsho_3m,0.019284464159270934
linear,k0,chcsho_6m,0.018914716027671287
linear,k0,chcsho_12m,0.018283297239470434
linear,k0,eqnpo_1m,0.019654340410504775
linear,k0,eqnpo_3m,0.01929483950765653
linear,k0,eqnpo_6m,0.018924656177506192
linear,k0,eqnpo_12m,0.01827357796385753
linear,k0,ret_1_0,0.019677527853635284
linear,k0,ret_3_1,0.01922601124784583
linear,k0,ret_6_1,0.01887022180346855
linear,k0,ret_9_1,0.018574618119485138
linear,k0,ret_12_1,0.018309736926245716
linear,k0,ret_12_7,0.01830848916336096
linear,k0,ret_2_0,0.019496706491917884
linear,k0,ret_3_0,0.019333097779251854
linear,k0,ret_6_0,0.01897574989254716
linear,k0,ret_9_0,0.018687423337028115
linear,k0,ret_12_0,0.018420676305173172
linear,k0,ret_18_1,0.01784568424051394
linear,k0,ret_24_1,0.017407800381307497
linear,k0,ret_24_12,0.017231408596982734
linear,k0,ret_36_1,0.01661249764812318
linear,k0,ret_36_12,0.01645612061959069
linear,k0,seas_1_1an,0.018185332104818926
linear,k0,seas_1_1na,0.017867981757245452
linear,k0,ivol_capm_21d,0.01712171923810877
linear,k0,ivol_capm_252d,0.01714735338376476
linear,k0,iskew_capm_21d,0.017120657022703118
linear,k0,rvol_21d,0.017120395068009872
linear,k0,rvol_252d,0.017146656594403786
linear,k0,rvolhl_21d,0.019830525892341782
linear,k0,rmax1_21d,0.01712161802119012
linear,k0,rmax5_21d,0.017107606743303864
linear,k0,rmax5_rvol_21d,0.01615261748519894
linear,k0,rskew_21d,0.01712164436303342
linear,k0,coskew_21d,0.01709946013702139
linear,k0,beta_21d,0.01710361760930131
linear,k0,beta_252d,0.01715220565088926
linear,k0,beta_dimson_21d,0.017107688036946348
linear,k0,betadown_252d,0.0169072594163709
linear,k0,ami_126d,0.017421123624911567
linear,k0,dolvol_126d,0.018143646816318564
linear,k0,dolvol_var_126d,0.018120896246147558
linear,k0,turnover_126d,0.018086422888134217
linear,k0,turnover_var_126d,0.01807863855059615
linear,k0,zero_trades_21d,0.017715114147325153
linear,k0,zero_trades_126d,0.01809796083437568
linear,k0,zero_trades_252d,0.017757793388976265
linear,k0,bidaskhl_21d,0.019850088552281327
linear,k0,prc_highprc_252d,0.017143373866669052
linear,k0,age,0.019996733292965058
linear,k0,mispricing_mgmt,0.019636076911234392
linear,k0,mispricing_perf,0.019849087606011395
linear,k1,at_gr1,0.010553504556325978
linear,k1,sale_gr1,0.010314069225301316
linear,k1,inv_gr1a,0.009587116330647443
linear,k1,fnl_gr1a,0.010321781932615109
linear,k1,nfna_gr1a,0.010315934891551226
linear,k1,tax_gr1a,0.01029006517408473
linear,k1,be_gr1a,0.010220631568975014
linear,k1,ebit_sale,0.010428830789822723
linear,k1,ope_be,0.009932509688046248
linear,k1,ni_be,0.010321491097105718
linear,k1,ebit_bev,0.01042080883671044
linear,k1,dbnetis_at,0.010432623323059213
linear,k1,at_turnover,0.010561415273426326
linear,k1,sale_bev,0.010450212697678825
linear,k1,cash_at,0.010431996612631996
linear,k1,op_atl1,0.01054166243949575
linear,k1,ocf_at,0.010619977251245413
linear,k1,op_at,0.010608782227760193
linear,k1,ocf_at_chg1,0.01048443869188491
linear,k1,at_be,0.010324928434059886
linear,k1,at_me,0.010623685267876031
linear,k1,be_me,0.01033281727167115
linear,k1,debt_me,0.010458838833306222
linear,k1,netdebt_me,0.010461904697739412
linear,k1,sale_me,0.010635502916997011
linear,k1,ni_me,0.010622485061484855
linear,k1,ocf_me,0.010632022669212945
linear,k1,bev_mev,0.010194063078575002
linear,k1,ebitda_mev,0.010337119027649467
linear,k1,qmj_prof,0.010618954819464952
linear,k1,qmj_safety,0.010618517284402613
linear,k1,lt_gr1,0.010560327657348339
linear,k1,be_gr1,0.010223256998226017
linear,k1,cash_gr1a,0.010341704106185184
linear,k1,debtst_gr1a,0.010131260274654037
linear,k1,ap_gr1a,0.010100985165700054
linear,k1,debtlt_gr1a,0.010180549844289346
linear,k1,fna_gr1a,0.010559200862292789
linear,k1,ebitda_gr1a,0.010487456184507808
linear,k1,ebit_gr1a,0.010481259208416766
linear,k1,ni_gr1a,0.01051341696026561
linear,k1,nix_gr1a,0.010510348742904985
linear,k1,dp_gr1a,0.010415370813775712
linear,k1,ocf_gr1a,0.010498402487148556
linear,k1,dltnetis_gr1a,0.010066245560268904
linear,k1,dbnetis_gr1a,0.010212769059527232
linear,k1,xido_at,0.009210856666655774
linear,k1,ebitda_sale,0.010436352641890901
linear,k1,pi_sale,0.010472085918668701
linear,k1,ni_sale,0.010473500348157961
linear,k1,nix_sale,0.010472699190049973
linear,k1,ocf_sale,0.010468312977656966
linear,k1,ebitda_at,0.01061072493323149
linear,k1,ebit_at,0.010598471943289792
linear,k1,fi_at,0.010173084848250007
linear,k1,ni_at,0.010615465370640266
linear,k1,nix_be,0.010323665251292616
linear,k1,ocf_be,0.010329029594767431
linear,k1,ebitda_bev,0.0104378217742068
linear,k1,fi_bev,0.010021908711343315
linear,k1,ebitda_ppen,0.009878275652098931
linear,k1,dltnetis_at,0.010258190186657017
linear,k1,dstnetis_at,0.010213485673669727
linear,k1,be_bev,0.010243784560870502
linear,k1,debt_bev,0.010279739877390167
linear,k1,cash_bev,0.0100828201774818
linear,k1,debtlt_bev,0.010148266736128057
linear,k1,debtst_bev,0.01012724635283467
linear,k1,ebitda_debt,0.009992479698675154
linear,k1,ocf_debt,0.009989786912772705
linear,k1,cash_lt,0.010433159869854734
linear,k1,debtst_debt,0.009827329804866735
linear,k1,debtlt_debt,0.00984285565119183
linear,k1,lt_ppen,0.009898152252747962
linear,k1,debtlt_be,0.010033396250218667
linear,k1,debt_at,0.010457457519902461
linear,k1,debt_be,0.01015794086563001
linear,k1,ebit_int,0.009957266804628672
linear,k1,sale_be,0.010329781981614659
linear,k1,cash_me,0.010435591270144068
linear,k1,ebitda_me,0.010625939002993133
linear,k1,ebit_me,0.010609259177092843
linear,k1,ope_me,0.010194179638769231
linear,k1,nix_me,0.010618850904887648
linear,k1,at_mev,0.010353632914711166
linear,k1,ppen_mev,0.009791549740400706
linear,k1,be_mev,0.01005384520867142
linear,k1,cash_mev,0.010152943012489148
linear,k1,sale_mev,0.010349313790845317
linear,k1,ebit_mev,0.01032432230901167
linear,k1,ocf_mev,0.010352732528728986
linear,k1,debt_mev,0.010352449643925518
linear,k1,debtlt_mev,0.010223138845701835
linear,k1,debtst_mev,0.010199449367201996
linear,k1,dltnetis_mev,0.010154660999711664
linear,k1,dstnetis_mev,0.01010545350893997
linear,k1,dbnetis_mev,0.010326045349556221
per_feature,k0,market_equity,0.019902266676852666
per_feature,k0,chcsho_1m,0.019664366639179923
per_feature,k0,chcsho_3m,0.019293325535657435
per_feature,k0,chcsho_6m,0.018904801891364217
per_feature,k0,chcsho_12m,0.018265826693157638
per_feature,k0,eqnpo_1m,0.019666083384275633
per_feature,k0,eqnpo_3m,0.019298020594398484
per_feature,k0,eqnpo_6m,0.018914529839977056
per_feature,k0,eqnpo_12m,0.018263866080814265
per_feature,k0,ret_1_0,0.019671869769059304
per_feature,k0,ret_3_1,0.019252651103081796
per_feature,k0,ret_6_1,0.01890181164892404
per_feature,k0,ret_9_1,0.01862517552028737
per_feature,k0,ret_12_1,0.01836090556834533
per_feature,k0,ret_12_7,0.01827109873895032
per_feature,k0,ret_2_0,0.01950762057313275
per_feature,k0,ret_3_0,0.01934586009043002
per_feature,k0,ret_6_0,0.019002518874251372
per_feature,k0,ret_9_0,0.018715614942428137
per_feature,k0,ret_12_0,0.01845332020192336
per_feature,k0,ret_18_1,0.01789165768452491
per_feature,k0,ret_24_1,0.01743589378755508
per_feature,k0,ret_24_12,0.017273762685951564
per_feature,k0,ret_36_1,0.01662752296659408
per_feature,k0,ret_36_12,0.016470652901271664
per_feature,k0,seas_1_1an,0.018202966009958008
per_feature,k0,seas_1_1na,0.017887456160518886
per_feature,k0,ivol_capm_21d,0.017120107091580898
per_feature,k0,ivol_capm_252d,0.017130471375735676
per_feature,k0,iskew_capm_21d,0.01712303619347557
per_feature,k0,rvol_21d,0.01712003371034086
per_feature,k0,rvol_252d,0.017126262595958112
per_feature,k0,rvolhl_21d,0.019793246082879697
per_feature,k0,rmax1_21d,0.017123197891572864
per_feature,k0,rmax5_21d,0.017123015167606663
per_feature,k0,rmax5_rvol_21d,0.016185220900653587
per_feature,k0,rskew_21d,0.017128598730046407
per_feature,k0,coskew_21d,0.017132161116885262
per_feature,k0,beta_21d,0.017124015665178807
per_feature,k0,beta_252d,0.017126505472787486
per_feature,k0,beta_dimson_21d,0.017128826353886958
per_feature,k0,betadown_252d,0.016887097876210847
per_feature,k0,ami_126d,0.017447215964879862
per_feature,k0,dolvol_126d,0.018094079697005914
per_feature,k0,dolvol_var_126d,0.018103645786099687
per_feature,k0,turnover_126d,0.01808955412564632
per_feature,k0,turnover_var_126d,0.018085364946301398
per_feature,k0,zero_trades_21d,0.017713176456872422
per_feature,k0,zero_trades_126d,0.01809000138431804
per_feature,k0,zero_trades_252d,0.017718172635604473
per_feature,k0,bidaskhl_21d,0.019788377088082783
per_feature,k0,prc_highprc_252d,0.01713363361169862
per_feature,k0,age,0.01989416902240447
per_feature,k0,mispricing_mgmt,0.01958497455602505
per_feature,k0,mispricing_perf,0.019814392498268177
per_feature,k1,at_gr1,0.010545296464766778
per_feature,k1,sale_gr1,0.01031995201171031
per_feature,k1,inv_gr1a,0.009594362427829437
per_feature,k1,fnl_gr1a,0.01031904785830829
per_feature,k1,nfna_gr1a,0.010325140033370298
per_feature,k1,tax_gr1a,0.010309416275753271
per_feature,k1,be_gr1a,0.01017441069549369
per_feature,k1,ebit_sale,0.010446740841090579
per_feature,k1,ope_be,0.009901544506518301
per_feature,k1,ni_be,0.010334564859267856
per_feature,k1,ebit_bev,0.010425811972994163
per_feature,k1,dbnetis_at,0.010409255536249554
per_feature,k1,at_turnover,0.010552611127895475
per_feature,k1,sale_bev,0.010429271558792294
per_feature,k1,cash_at,0.010419227190688288
per_feature,k1,op_atl1,0.0105143055651949
per_feature,k1,ocf_at,0.010644867042838957
per_feature,k1,op_at,0.01062863545782079
per_feature,k1,ocf_at_chg1,0.010502833443466093
per_feature,k1,at_be,0.010326564153637393
per_feature,k1,at_me,0.010641111625664602
per_feature,k1,be_me,0.010333188120392762
per_feature,k1,debt_me,0.010467139671245353
per_feature,k1,netdebt_me,0.010463890127995187
per_feature,k1,sale_me,0.010617160922973398
per_feature,k1,ni_me,0.010638835006960326
per_feature,k1,ocf_me,0.01063993255731677
per_feature,k1,bev_mev,0.010195532771763145
per_feature,k1,ebitda_mev,0.010341948561664704
per_feature,k1,qmj_prof,0.010630246310238584
per_feature,k1,qmj_safety,0.010621130659004517
per_feature,k1,lt_gr1,0.010541491958960049
per_feature,k1,be_gr1,0.010186477549724439
per_feature,k1,cash_gr1a,0.01028999411294057
per_feature,k1,debtst_gr1a,0.010156517919090665
per_feature,k1,ap_gr1a,0.010118996513229464
per_feature,k1,debtlt_gr1a,0.01015661846296264
per_feature,k1,fna_gr1a,0.01058480707651148
per_feature,k1,ebitda_gr1a,0.010487913522463978
per_feature,k1,ebit_gr1a,0.0104752600314432
per_feature,k1,ni_gr1a,0.010512461083499694
per_feature,k1,nix_gr1a,0.010514230079999983
per_feature,k1,dp_gr1a,0.010359403121750816
per_feature,k1,ocf_gr1a,0.010506837499406054
per_feature,k1,dltnetis_gr1a,0.010056370857383886
per_feature,k1,dbnetis_gr1a,0.010225330493630535
per_feature,k1,xido_at,0.00922088193500822
per_feature,k1,ebitda_sale,0.010458560988144978
per_feature,k1,pi_sale,0.010484426385527292
per_feature,k1,ni_sale,0.010481861935400025
per_feature,k1,nix_sale,0.010479815359126817
per_feature,k1,ocf_sale,0.010469911690610827
per_feature,k1,ebitda_at,0.010626029139265197
per_feature,k1,ebit_at,0.010621666070375757
per_feature,k1,fi_at,0.01017719846032116
per_feature,k1,ni_at,0.010642666202077539
per_feature,k1,nix_be,0.010338404828615588
per_feature,k1,ocf_be,0.010332448929090843
per_feature,k1,ebitda_bev,0.010438026643050404
per_feature,k1,fi_bev,0.010014411581428868
per_feature,k1,ebitda_ppen,0.009895245197236058
per_feature,k1,dltnetis_at,0.010250561114969298
per_feature,k1,dstnetis_at,0.010218256286004734
per_feature,k1,be_bev,0.010246924621860443
per_feature,k1,debt_bev,0.010286857214722833
per_feature,k1,cash_bev,0.010046785589195653
per_feature,k1,debtlt_bev,0.01014095533973814
per_feature,k1,debtst_bev,0.010136782483143217
per_feature,k1,ebitda_debt,0.009977801333032716
per_feature,k1,ocf_debt,0.010002564307310039
per_feature,k1,cash_lt,0.010418409458121771
per_feature,k1,debtst_debt,0.009840440910175854
per_feature,k1,debtlt_debt,0.009839779026219618
per_feature,k1,lt_ppen,0.009912061183763208
per_feature,k1,debtlt_be,0.010019586407543541
per_feature,k1,debt_at,0.010470494472430227
per_feature,k1,debt_be,0.010155729111115692
per_feature,k1,ebit_int,0.009954956730579582
per_feature,k1,sale_be,0.010305282989378507
per_feature,k1,cash_me,0.010423244496892792
per_feature,k1,ebitda_me,0.010628372304776139
per_feature,k1,ebit_me,0.010618019963096017
per_feature,k1,ope_me,0.010171625428599628
per_feature,k1,nix_me,0.010636648716045458
per_feature,k1,at_mev,0.010366287048683042
per_feature,k1,ppen_mev,0.00981533472860222
per_feature,k1,be_mev,0.010048001770869648
per_feature,k1,cash_mev,0.010125666769727952
per_feature,k1,sale_mev,0.010331864155491014
per_feature,k1,ebit_mev,0.010330673029758123
per_feature,k1,ocf_mev,0.010354117141703057
per_feature,k1,debt_mev,0.010366488598804584
per_feature,k1,debtlt_mev,0.010218804906601101
per_feature,k1,debtst_mev,0.010216562367040997
per_feature,k1,dltnetis_mev,0.010142519820333947
per_feature,k1,dstnetis_mev,0.01011280405421188
per_feature,k1,dbnetis_mev,0.010300495003684036
periodic,k0,market_equity,0.019956269119078402
periodic,k0,chcsho_1m,0.019629527466615268
periodic,k0,chcsho_3m,0.019267454217653093
periodic,k0,chcsho_6m,0.018887341035829265
periodic,k0,chcsho_12m,0.01825006036123406
periodic,k0,eqnpo_1m,0.01964089750138947
periodic,k0,eqnpo_3m,0.019256536295147418
periodic,k0,eqnpo_6m,0.018899747682875594
periodic,k0,eqnpo_12m,0.018267047971929073
periodic,k0,ret_1_0,0.019635725597282334
periodic,k0,ret_3_1,0.019275506953075203
periodic,k0,ret_6_1,0.018881503937251742
periodic,k0,ret_9_1,0.018635413939240748
periodic,k0,ret_12_1,0.01834460682366498
periodic,k0,ret_12_7,0.018259086004786273
periodic,k0,ret_2_0,0.019501594501651526
periodic,k0,ret_3_0,0.01930005064546049
periodic,k0,ret_6_0,0.018979890809520294
periodic,k0,ret_9_0,0.018714179421406886
periodic,k0,ret_12_0,0.01846637841834873
periodic,k0,ret_18_1,0.01788231078430048
periodic,k0,ret_24_1,0.017430946834253513
periodic,k0,ret_24_12,0.01726135311142578
periodic,k0,ret_36_1,0.01662534253611008
periodic,k0,ret_36_12,0.016441934360511043
periodic,k0,seas_1_1an,0.01817820387835702
periodic,k0,seas_1_1na,0.017884393825476838
periodic,k0,ivol_capm_21d,0.01714128495411799
periodic,k0,ivol_capm_252d,0.017123292298681796
periodic,k0,iskew_capm_21d,0.01711396100164934
periodic,k0,rvol_21d,0.01717596262557462
periodic,k0,rvol_252d,0.01713144003218066
periodic,k0,rvolhl_21d,0.019801114283128685
periodic,k0,rmax1_21d,0.01712764135944517
periodic,k0,rmax5_21d,0.01713852118641428
periodic,k0,rmax5_rvol_21d,0.01616497562637283
periodic,k0,rskew_21d,0.01713757687182429
periodic,k0,coskew_21d,0.01714248219199027
periodic,k0,beta_21d,0.017132850535564275
periodic,k0,beta_252d,0.017154586999487555
periodic,k0,beta_dimson_21d,0.01714329544031487
periodic,k0,betadown_252d,0.01689287539100532
periodic,k0,ami_126d,0.01750103786643717
periodic,k0,dolvol_126d,0.01809175886788972
periodic,k0,dolvol_var_126d,0.018085064969942548
periodic,k0,turnover_126d,0.018130755575661416
periodic,k0,turnover_var_126d,0.018106908109028923
periodic,k0,zero_trades_21d,0.01772844736898308
periodic,k0,zero_trades_126d,0.01811011839943053
periodic,k0,zero_trades_252d,0.017759398747582124
periodic,k0,bidaskhl_21d,0.01977713701698125
periodic,k0,prc_highprc_252d,0.01717385997028582
periodic,k0,age,0.01989719673658185
periodic,k0,mispricing_mgmt,0.019558983736667205
periodic,k0,mispricing_perf,0.019804167874035807
periodic,k1,at_gr1,0.01052925267618857
periodic,k1,sale_gr1,0.010318963360854153
periodic,k1,inv_gr1a,0.009611188343163116
periodic,k1,fnl_gr1a,0.01033430989495782
periodic,k1,nfna_gr1a,0.010309848694566448
periodic,k1,tax_gr1a,0.010304517021215312
periodic,k1,be_gr1a,0.010166737085078606
periodic,k1,ebit_sale,0.010431201451752983
periodic,k1,ope_be,0.009898117142146065
periodic,k1,ni_be,0.010334870583883103
periodic,k1,ebit_bev,0.01042049855945422
periodic,k1,dbnetis_at,0.0103862590468593
periodic,k1,at_turnover,0.010557754504125575
periodic,k1,sale_bev,0.010424197301173246
periodic,k1,cash_at,0.010406983483866056
periodic,k1,op_atl1,0.01050408993680598
periodic,k1,ocf_at,0.010656089171500904
periodic,k1,op_at,0.010625856915921621
periodic,k1,ocf_at_chg1,0.01050652998273562
periodic,k1,at_be,0.010333677660623096
periodic,k1,at_me,0.010670461333734732
periodic,k1,be_me,0.010348246754674398
periodic,k1,debt_me,0.01047853368672753
periodic,k1,netdebt_me,0.010459557630746494
periodic,k1,sale_me,0.010632726708873531
periodic,k1,ni_me,0.010629107887344016
periodic,k1,ocf_me,0.010638796279416508
periodic,k1,bev_mev,0.010202584279111223
periodic,k1,ebitda_mev,0.010343775842366058
periodic,k1,qmj_prof,0.01063902577739111
periodic,k1,qmj_safety,0.010627946703980568
periodic,k1,lt_gr1,0.010543641522319408
periodic,k1,be_gr1,0.010171035815082809
periodic,k1,cash_gr1a,0.010287570756379868
periodic,k1,debtst_gr1a,0.010173993822417285
periodic,k1,ap_gr1a,0.010116906158826358
periodic,k1,debtlt_gr1a,0.010162923958255236
periodic,k1,fna_gr1a,0.01058611969537831
periodic,k1,ebitda_gr1a,0.010479670429741359
periodic,k1,ebit_gr1a,0.01046634039274334
periodic,k1,ni_gr1a,0.010526128464627188
periodic,k1,nix_gr1a,0.010525495661212334
periodic,k1,dp_gr1a,0.01034771843765293
periodic,k1,ocf_gr1a,0.010521026707852866
periodic,k1,dltnetis_gr1a,0.010073232728731755
periodic,k1,dbnetis_gr1a,0.010236200873322436
periodic,k1,xido_at,0.00922642728700098
periodic,k1,ebitda_sale,0.010452322983565972
periodic,k1,pi_sale,0.010476618953732957
periodic,k1,ni_sale,0.010479335682039929
periodic,k1,nix_sale,0.010474323369339263
periodic,k1,ocf_sale,0.010474676297508978
periodic,k1,ebitda_at,0.010630152639103458
periodic,k1,ebit_at,0.01060669798549647
periodic,k1,fi_at,0.010185015374960207
periodic,k1,ni_at,0.010645299557410807
periodic,k1,nix_be,0.010322782780390397
periodic,k1,ocf_be,0.010328225386061677
periodic,k1,ebitda_bev,0.010448792202561534
periodic,k1,fi_bev,0.009999552825595913
periodic,k1,ebitda_ppen,0.009898388970926602
periodic,k1,dltnetis_at,0.010247027316198642
periodic,k1,dstnetis_at,0.010213456636903743
periodic,k1,be_bev,0.010246644117344019
periodic,k1,debt_bev,0.010268718234560494
periodic,k1,cash_bev,0.010050027414296675
periodic,k1,debtlt_bev,0.01013832847957894
periodic,k1,debtst_bev,0.010135300401518598
periodic,k1,ebitda_debt,0.009982460257922024
periodic,k1,ocf_debt,0.009993742714548736
periodic,k1,cash_lt,0.010415242163364877
periodic,k1,debtst_debt,0.00984544833918414
periodic,k1,debtlt_debt,0.009851010960569805
periodic,k1,lt_ppen,0.009894296910029066
periodic,k1,debtlt_be,0.010025681458101744
periodic,k1,debt_at,0.010473910011974178
periodic,k1,debt_be,0.010144619786171977
periodic,k1,ebit_int,0.009945131934379604
periodic,k1,sale_be,0.010320057028880352
periodic,k1,cash_me,0.010425228200756469
periodic,k1,ebitda_me,0.01061952242216651
periodic,k1,ebit_me,0.010618701130113272
periodic,k1,ope_me,0.010181725292959295
periodic,k1,nix_me,0.01063132340107029
periodic,k1,at_mev,0.010371506202856005
periodic,k1,ppen_mev,0.00982510216262038
periodic,k1,be_mev,0.010039118632640447
periodic,k1,cash_mev,0.010119480742957317
periodic,k1,sale_mev,0.010324586340300163
periodic,k1,ebit_mev,0.010329099520487314
periodic,k1,ocf_mev,0.010369061327953226
